﻿"গুপ্তবাবুর গুপ্তধন লজিক লাবু ৪ ","পলাশ মাহবুব","","TK. 180","TK. 135"
﻿"দ্য ব্রিদিং মেথড","স্টিফেন কিং","","TK. 200","TK. 140"
﻿"ইয়োর নেম (অ্যান ইলাস্ট্রেটেড ভার্সন)","মাকোতো শিনকাই","","TK. 290","TK. 203"
﻿"নগরের কবি চলে অভিসারে","রোমেন রায়হান","","TK. 175","TK. 131"
﻿"পরেশের বউ","ধ্রুব এষ","","TK. 165","TK. 124"
﻿"বাতায়ন পরে প্রিয়দর্শিনী","ডা. কবির আলম","","TK. 250","TK. 188"
﻿"মার্কেজের পুতুল ও অন্যান্য গল্প","কুলদা রায়","","TK. 400","TK. 300"
﻿"মিস্টার টী ও প্রেমময় বুলডোজার","আবু মুস্তাফিজ","","TK. 100","TK. 75"
﻿"নেইলকাটার","ইশতিয়াক আহমেদ","","TK. 120","TK. 90"
﻿"ডেথ সার্টিফিকেট","ইশতিয়াক আহমেদ","","TK. 120","TK. 90"
﻿"বদিউজ্জামান সাঈদ  নুরসি এবং রিসালায়ে নুর","মুহাম্মাদ ইরফান হাওলাদার","","TK. 350","TK. 245"
﻿"ইরাক যুদ্ধ পরবর্তী আন্তর্জাতিক রাজনীতি","ড. তারেক শামসুর রেহমান","","TK. 250","TK. 188"
﻿"ভারত মহাসাগর ভারত-চীন দ্বন্দ্ব","ড. তারেক শামসুর রেহমান","","TK. 350","TK. 263"
﻿"সবার জন্য আইনস্টাইন","প্রদীপ দেব","","TK. 400","TK. 300"
﻿"আসক্তিকে না বলুন","শাইখ মুহাম্মাদ সালেহ আল-মুনাজ্জিদ","","TK. 200","TK. 120"
﻿"নিত্য মাইডাস","সাঈদ শিহাব","","TK. 180","TK. 126"
﻿"শিন্টু ধর্মাবলম্বী রাজা সবুজ ভদ্রমহিলা এবং একজন অভদ্র সামুকামী ","আবু মুস্তাফিজ","","TK. 180","TK. 135"
﻿"গুগলে তথ্য খোঁজার ১০১টি কৌশল","সাব্বির বিশ্বাস","","TK. 160","TK. 120"
﻿"দৃষ্টি - শয়তানের বিষাক্ত তির","শাইখ আব্দুল মালিক আল কাসিম","","TK. 112","TK. 84"
﻿"হুইলচেয়ার","মিমি হোসেন","","TK. 215","TK. 161"
﻿"৮০০ গানের সংকলন","মাসুদ করিম ","","TK. 1,000","TK. 750"
﻿"গেম অব থ্রোনস (ইন্টারন্যাশনাল বেস্টসেলার ফ্যান্টাসি-অ্যাডভেঞ্চার)","জর্জ আর. আর. মার্টিন","","TK. 400","TK. 300"
﻿"কোয়ান্টাম মেকানিক্স","ড. গোলাম মোহাম্মদ ভূঞা","","TK. 400","TK. 364"
﻿"কিশোর মুসা রবিন: শয়তানের বাঁশি","রকিব হাসান","","TK. 175","TK. 131"
﻿"প্রবৃত্তির অনুসরণ করবেন না","শাইখ মুহাম্মাদ বিন সালেহ আল মুনাজ্জিদ","","TK. 200","TK. 120"
﻿"দ্য নাইট ইন লিসবন","এরিখ মারিয়া রেমার্ক","","TK. 350","TK. 263"
﻿"আছে তো দেহখানি","হরিশংকর জলদাস","","TK. 200","TK. 150"
﻿"এখানে জাদু শেখানো হয়","মুরাদুল ইসলাম","","TK. 550","TK. 413"
﻿"ভালোবাসার ষড়ভুজ","উপমা তালুকদার ","","TK. 270","TK. 203"
﻿"চন্দ্রযান","গিয়াস আহমেদ","","TK. 360","TK. 270"
﻿"গল্পের গল্প","হরিশংকর জলদাস","","TK. 200","TK. 150"
﻿"সুখেদুখে বৃষ্টিনদী","ইমতিয়ার শামীম","","TK. 250","TK. 188"
﻿"১৯৭১ গণনির্যাতন-গণহত্যা : কাঠামো, বিবরণ ও পরিসর","আফসান চৌধুরী","","TK. 400","TK. 300"
﻿"ইশপের ১০০ গল্প","আখতার হুসেন","","TK. 250","TK. 188"
﻿"সুলতান সুলায়মান","কাজী আবুল কালাম সিদ্দীক","","TK. 340","TK. 255"
﻿"হাসিসমগ্র","আনিসুল হক","","TK. 650","TK. 488"
﻿"কাকাবাবু সমগ্র-১","সুনীল গঙ্গোপাধ্যায় (নীললোহিত)","","TK. 650","TK. 488"
﻿"লেখা নিয়ে কথা","শাহাদুজ্জামান","","TK. 280","TK. 210"
﻿"মাধুডাঙাতীরে ","হাসান রোবায়েত","","TK. 130","TK. 98"
﻿"এসেনশিয়াল রেফারেন্সস্ ফর অ্যাডভোকেটস অ্যান্ড জাজেস","আরিফ খান","","TK. 300","TK. 210"
﻿"অসহযোগ আন্দোলন থেকে স্বাধীনতা","তোফায়েল আহমেদ","","TK. 200","TK. 150"
﻿"রোহিঙ্গা: নিঃসঙ্গ নিপীড়িত জাতিগোষ্ঠী","মোহাম্মদ এমদাদুল ইসলাম","","TK. 300","TK. 225"
﻿"রোড টু সাকসেস","নেপোলিয়ন হিল","","TK. 250","TK. 175"
﻿"ঘানি","রবিউল করিম মৃদুল","","TK. 550","TK. 413"
﻿"নাসিরুদ্দিন হোজ্জার শ্রেষ্ঠগল্প","মেরিনা আকতার মজুমদার","","TK. 200","TK. 150"
﻿"শেষের কবিতা","রবীন্দ্রনাথ ঠাকুর","","TK. 100","TK. 75"
﻿"ওয়ান মিনিট ম্যানেজার মিট দ্য মাংকি","কেনেথ ব্লেনচার্ড","","TK. 180","TK. 135"
﻿"পটল কাণ্ড","শাহাদাত চৌধুরী","","TK. 270","TK. 203"
﻿"প্যারাসাইট","অনীশ দাস অপু","","TK. 144","TK. 108"
﻿"বাছাই কৌতুক","কাজী মায়মুর হোসেন","","TK. 29","TK. 22"
﻿"বিভীষিকার রাত","অনীশ দাস অপু","","TK. 171","TK. 128"
﻿"আমার দীপেশ আবিষ্কার","শাহাদুজ্জামান","","TK. 200","TK. 150"
﻿"পার্মানেন্ট রেকর্ড","এডওয়ার্ড স্নোডেন","","TK. 350","TK. 263"
﻿"উপাচার্য উপাখ্যান","আবদুল বায়েস","","TK. 225","TK. 169"
﻿"ছোটদের মুক্তিযুদ্ধের ইতিহাস","অমল সাহা","","TK. 35","TK. 26"
﻿"ইউরোসেন্টিক","ফাহমিদুল হক","","TK. 247","TK. 185"
﻿"ইনভিজিবল প্ল্যানেটস","কেন লিউ","","TK. 375","TK. 281"
﻿"জীবন-তৃষা","অদ্বৈত মল্লবর্মণ","","TK. 650","TK. 488"
﻿"রুপাইতার রূপকথা ও অন্যান্য গল্প","আহমেদ জাকির","","TK. 150","TK. 113"
﻿"বুদ্‌বুদ পর্যায়ের কবিতা","টোকন ঠাকুর","","TK. 200","TK. 150"
﻿"টি-ব্রেকের গল্প","এ কে এম আব্দুল্লাহ","","TK. 280","TK. 210"
﻿"উষ্ণতার গণিত","রকিবুল হাসান","","TK. 150","TK. 113"
﻿"অবলা","মাহবুব নাহিদ","","TK. 200","TK. 150"
﻿"দ্য স্টোরি অব ডিজনি","ভ্যালেরি বোড্ডেন ","","TK. 160","TK. 120"
﻿"দ্য স্টোরি অব ফেসবুক","সারা গিলবার্ট","","TK. 160","TK. 120"
﻿"তোমার পরশে","মেহজাবিন মুন","","TK. 250","TK. 188"
﻿"নবীজির যুদ্ধজীবন : পাঠ ও পর্যালোচনা","ড. আলি মুহাম্মাদ সাল্লাবি ","","TK. 700","TK. 420"
﻿"গল্পের চেয়েও রোমাঞ্চকর (বাইশ বছরের গোপন জীবন)","দেবেন সিকদার","","TK. 400","TK. 300"
﻿"প্রিয় পঞ্চাশ গল্প","মোস্তফা কামাল","","TK. 600","TK. 450"
﻿"ডাহুকেরা ভিজে যায়","ইফতেখার মাছুম","","TK. 215","TK. 161"
﻿"পাথরকুচিমন","তোফায়েল তালহা","","TK. 120","TK. 90"
﻿"বানরের থাবা ও অন্যান্য গল্প","ইফতেখার আমিন","","TK. 250","TK. 188"
﻿"Muhammad in the Hindu Scriptures","ড. বেদ প্রকাশ উপাধ্যায়","","TK. 300","TK. 225"
﻿"পুতুল : বাংলার প্রাণ-প্রতিমা","সামিনা নাফিজ","","TK. 275","TK. 206"
﻿"ভূতপুরাণ","তারাশঙ্কর বন্দ্যোপাধ্যায়","","TK. 180","TK. 135"
﻿"Princess Colouring Book (Code- 40)","কিডস্‌ বুকস্‌","","TK. 130","TK. 91"
﻿"দখিনের দ্বীপ","শহিদুল ইসলাম","","TK. 210","TK. 158"
﻿"ঘুমন্ত ল্যাবরেটরি","সাইয়েদ জামিল ","","TK. 180","TK. 135"
﻿"রন্ধ্রে রন্ধ্রে করি সঞ্চালন","সাদী কাউকাব","","TK. 150","TK. 113"
﻿"মেঘে ঢাকা তারা বিস্মৃতির মেঘে ঢেকে যাওয়া বাঙালি বিজ্ঞানী (২য় খণ্ড) ","অতনু চক্রবর্তী","","TK. 200","TK. 150"
﻿"Passport to Smart Spoken English and Presentation","আবু ইউসুফ","","TK. 400","TK. 364"
﻿"দাঁড়কাক","শওকত হোসাইন","","TK. 280","TK. 210"
﻿"বুদ্ধি বিকাশের গল্প-১","আবুল বাশার ফিরোজ","","TK. 167","TK. 125"
﻿"বুদ্ধি বিকাশের গল্প-৩","আবুল বাশার ফিরোজ","","TK. 167","TK. 125"
﻿"সোনালি দিনের গল্প","হামমাদ রাগিব","","TK. 100","TK. 91"
﻿"অনিকেত প্রান্তর","সাজ্জাদ রহমান হ্যাভেন","","TK. 160","TK. 120"
﻿"কবিতাকলা ভবন","মৃদুল মাহবুব","","TK. 500","TK. 375"
﻿"জারুলবনে রক্তজবা","লুৎফর হাসান","","TK. 260","TK. 195"
﻿"বসনিয়ার মহানায়ক","সায়ীদ উসমান","","TK. 180","TK. 108"
﻿"জীয়নবিদ্যা","নাবিল মুহতাসিম","","TK. 200","TK. 150"
﻿"প্রলাপ কিংবা পঙক্তিমালা","সালমা সিদ্দিকী","","TK. 200","TK. 150"
﻿"রোবটিকসের মাস্টারপ্ল্যান","আবরার শাহরিয়ার স্বপ্নীল","","TK. 320","TK. 240"
﻿"আমার দেখা এরশাদ","সাঈদ তারেক","","TK. 400","TK. 364"
﻿"ধীরে নামে সন্ধ্যা","আশরাফুল ইসলাম (২)","","TK. 160","TK. 120"
﻿"বাংলার রহস্যময় স্থান","রাশিকুর রহমান রিফাত","","TK. 200","TK. 140"
﻿"প্রবাদের সঙ্গে কৌতুক ফ্রি","কাওছার মাহমুদ","","TK. 200","TK. 150"
﻿"কালীগুণীন ও ছয় রহস্য","সৌমিক দে","","TK. 350","TK. 245"
﻿"এখনো ঘোড়ার চাল বাকি","রিফাত হাসান","","TK. 290","TK. 203"
﻿"বাংলাদেশের ছাত্র আন্দোলনের ইতিহাস ( ১৯৭২ থেকে ২০০০ খ্রিস্টাব্দ) [ দ্বিতীয় অখণ্ড, অষ্টম খণ্ড থেকে ত্রয়োদশ খণ্ড)","ড. মোহাম্মদ হাননান","","TK. 2,000","TK. 1,500"
﻿"কালের কলধ্বনি","নূরে আলম সিদ্দিকী","","TK. 300","TK. 225"
﻿"ভালোবাসার রূপান্তর","কাজী এনায়েত উল্লাহ","","TK. 200","TK. 150"
﻿"দ্য ম্যান ফ্রম সেইন্ট পিটার্সবার্গ","কেন ফলেট","","TK. 300","TK. 225"
﻿"চব্বিশ ঘণ্টায় এক দিন","সানজিদা আয়েশা","","TK. 270","TK. 203"
﻿"অবগাহন তোমাতেই","তৌহিদুর রহমান","","TK. 200","TK. 150"
﻿"নক্ষত্রচূর্ণ","মুসা আল হাফিজ","","TK. 200","TK. 150"
﻿"হৃদয় হরণী","খান মোহাম্মদ রুবেল হোসেন","","TK. 150","TK. 113"
﻿"যাপিত জীবনের গল্পকথা","ফ্লোরা বন্যা","","TK. 185","TK. 139"
﻿"আদর্শলিপি","ইশতিয়াক আহমেদ","","TK. 150","TK. 113"
﻿"বৈদিক পাখির গান ","সাদিয়া মাহ্‌জাবীন ইমাম","","TK. 300","TK. 225"
﻿"প্রায় প্রেম ","তামিম ইয়ামীন","","TK. 140","TK. 105"
﻿"বাংলা কিংবদন্তী (দ্বিতীয় কিস্তি)","রুদ্র কায়সার","","TK. 260","TK. 182"
﻿"মেপে হাসুন চেপে হাসুন","কাজী সুলতানুল আরেফিন","","TK. 150","TK. 113"
﻿"কুহক-কথন","মুহম্মদ আলমগীর তৈমূর","","TK. 495","TK. 347"
﻿"হুজুর মিয়ার বউ","মুস্তাফিজ ইবনে আনির","","TK. 350","TK. 210"
﻿"মন বলে তুমি ফিরবে","রেদোয়ান মাসুদ ","","TK. 150","TK. 113"
﻿"সেরা ভূত","আহসান হাবীব (কার্টুনিস্ট)","","TK. 335","TK. 251"
﻿"কোথায় তারে পাই","মামুন মিজানুর রহমান","","TK. 250","TK. 188"
﻿"আধুনিক বিজ্ঞানের আলোকে সূরা ইয়াসিনের গুরুত্ব","প্রফেসর ড. এম শমশের আলী","","TK. 200","TK. 150"
﻿"কেচ্ছা","তানকিউল হাসান","","TK. 400","TK. 300"
﻿"১০০ বিজ্ঞানিদের জীবনী","সাদিকুর রহমান সোহাগ","","TK. 300","TK. 150"
﻿"ও টু","মোহাম্মদ সাইফূল ইসলাম","","TK. 325","TK. 244"
﻿"করতলে গোধূলি","জেরিন মোসফেকা","","TK. 222","TK. 167"
﻿"সাত ভাই চম্পা ও অন্যান্য গল্প","আনিসুল হক","","TK. 189","TK. 180"
﻿"জার অব হার্টস","জেনিফার হিলিয়ার ","","TK. 400","TK. 300"
﻿"সুস্বাস্থ্যে হোমিওপ্যাথিক চিকিৎসা","ডা. অনুপম চৌধুরী","","TK. 350","TK. 263"
﻿"পার্বত্য চট্টগ্রাম সমস্যা ও সমাধান [১৯৭২-১৯৯৮]","জিবলু রহমান","","TK. 450","TK. 338"
﻿"ফাঁসির মঞ্চে কর্ণেল তাহের : একটি অজানা কাহিনী","আনোয়ার কবির ","","TK. 375","TK. 281"
﻿"বইটাতে গল্প নেই","আল নাহিয়ান","","TK. 200","TK. 150"
﻿"মাও সে-তুঙ এর দেশে","মাওলানা ভাসানী","","TK. 180","TK. 135"
﻿"টোপ","ইমদাদুল হক মিলন","","TK. 200","TK. 150"
﻿"জেমস পটার অ্যান্ড দ্য হল অব এল্ডারস ক্রসিং","জি. নরম্যান লিপার্ট","","TK. 550","TK. 385"
﻿"লেটার ফ্রম পিকিং","পার্ল এস বাক","","TK. 330","TK. 248"
﻿"একাত্তরে এক বিন্দু শিশির","মিজানুর রহমান খান (বীর প্রতীক)","","TK. 300","TK. 225"
﻿"যারা স্বপ্ন দেখেছিল","ইমতিয়ার শামীম","","TK. 308","TK. 231"
﻿"পয়গম্বরের ভূমি","কাজী সাইফুল ইসলাম ","","TK. 350","TK. 263"
﻿"রেকর্ড ব্রেকিং সেলস চ্যাম্পিয়ন","মুনির হাসান খান","","TK. 400","TK. 300"
﻿"শ্রেষ্ঠ কিশোর উপন্যাস সমগ্র","শীর্ষেন্দু মুখোপাধ্যায়","","TK. 400","TK. 300"
﻿"মিয়ানমার ও আরাকান  থেকে মুক্তিযুদ্ধ","ড. জিতেন্দ্র লাল বড়ুয়া","","TK. 180","TK. 135"
﻿"পড়াশোনার যাদুকরি কৌশল","আপেল মাহমুদ","","TK. 100","TK. 75"
﻿"প্রিয়ন্তী","জিল্লুর রহমান","","TK. 200","TK. 150"
﻿"পারস্যের পাঁচ গোলাপ","মোস্তাক শরীফ","","TK. 200","TK. 150"
﻿"কে তুমি","সুমন্ত আসলাম","","TK. 225","TK. 169"
﻿"আকাশ আমায় ভরলো আলোয়","সৈয়দ হাসান ইমাম","","TK. 630","TK. 473"
﻿"বিষণ্ণ জোছনা","সাঈদ আজাদ","","TK. 600","TK. 450"
﻿"দ্যা নর্থ এন্ড","বর্ণালী সাহা","","TK. 295","TK. 221"
﻿"ভূমি ও জমাজমির আইন-কানুন","এড. মো: ইকবাল হোসেন","","TK. 300","TK. 225"
﻿"কসমিক লাইফ","কর্নেল মোঃ রাব্বি আহসান","","TK. 300","TK. 225"
﻿"লক্ষ্য","নিয়াজ আহমেদ","","TK. 270","TK. 203"
﻿"দাগ","জিল্লুর রহমান","","TK. 250","TK. 188"
﻿"সাগরের আতঙ্ক","অ্যাডাম ব্লেড","","TK. 80","TK. 60"
﻿"টুয়েলভ রুলস ফর লাইফ    ","জর্ডান পিটারসন","","TK. 400","TK. 300"
﻿"ম্যানেজিং টাইম","মোহাম্মদ আবদুল লতিফ","","TK. 180","TK. 135"
﻿"বিষাদের মা কান্তারা","হাসনাত শোয়েব","","TK. 180","TK. 135"
﻿"ফটোসাংবাদিকের নোটবুক","সুদীপ্ত সালাম","","TK. 225","TK. 169"
﻿"আমরা হেঁটেছি যারা ","ইমতিয়ার শামীম","","TK. 250","TK. 188"
﻿"ছোটদের ভাষা আন্দোলনের ইতিহাস","অমল সাহা","","TK. 35","TK. 26"
﻿"বৈজ্ঞানিক বস্তুবাদ","রাহুল সাংকৃত্যায়ন","","TK. 200","TK. 150"
﻿"কবি হইব","বরুণ সিকদার","","TK. 150","TK. 113"
﻿"গণিত আর গণিত","আব্দুল কাইয়ুম","","TK. 250","TK. 188"
﻿"বড় প্রশ্নের সংক্ষিপ্ত উত্তর","স্টিফেন হকিং","","TK. 270","TK. 203"
﻿"বঙ্গবন্ধুর নীতি নৈতিকতা","হাসান মোরশেদ","","TK. 350","TK. 263"
﻿"Our Beloved Sheikh Mujib ","সেলিনা হোসেন","","TK. 350","TK. 263"
﻿"চন্দ্রজয়ের ৫০ বছর","আবুল বাসার (সাংবাদিক)","","TK. 300","TK. 225"
﻿"আপত্তি সত্ত্বেও","আল মাসুম","","TK. 250","TK. 188"
﻿"বুঝে করি জ্যামিতি, সেকেন্ডারি-হায়ার সেকেন্ডারি-১ম খণ্ড","অনিরুদ্ধ প্রামাণিক ","","TK. 400","TK. 300"
﻿"ডুবোজাহাজের ডানা ","মোশতাক আহমদ","","TK. 134","TK. 101"
﻿"নো এক্সকিউজ","ব্রায়ান ট্রেসি","","TK. 500","TK. 375"
﻿"এই হাতে হাত রাখো","আব্দুল কাদের পলাশ","","TK. 100","TK. 75"
﻿"সিনডেরেলা","জোবায়ের আহমেদ","","TK. 60","TK. 42"
﻿"ট্রেজারি রূলস : ও তার অধীনে প্রণীত সাবসিডিআরি রূলস্ (সরকার অনুমোদিত)","প্রণব চক্রবর্তী","","TK. 690","TK. 518"
﻿"রাগ মিনতি (সহজ উচ্চাঙ্গ সঙ্গীত শিক্ষা)","শঙ্কর রায়","","TK. 250","TK. 188"
﻿"দ্য ফাইভ লাভ ল্যাংগুয়েজেস - দ্য সিক্রেট টু লাভ দ্যাট লাস্টস","গেরি চ্যাপম্যান","","TK. 270","TK. 189"
﻿"জননেত্রীর জয়যাত্রা-খণ্ড ১ : ১৯৮১-১৯৯০","আসিফ কবীর","","TK. 995","TK. 746"
﻿"আধুনিক যুগে পশ্চিম এশিয়া","এম এ কাউসার","","TK. 400","TK. 300"
﻿"শেখ হাসিনা উপখ্যান ও বাস্তবতা ","কামরুল হাসান","","TK. 800","TK. 600"
﻿"কার্ল মার্কসের দেশে","কাজী জাফরুল ইসলাম","","TK. 300","TK. 225"
﻿"বলধা গার্ডেনের গেরিলাকন্যা","আমিনুর রহমান সুলতান","","TK. 200","TK. 150"
﻿"সুবচন (সংক্ষিপ্ত বাংলা-ইংরেজি উদ্ধৃতি অভিধান)","কাজী মো. সিদ্দিকুর রহমান (এম.এ)","","TK. 495","TK. 450"
﻿"ঢাকার ইতিহাস চর্চা ও মুনতাসীর মামুন","রেহানা পারভীন","","TK. 400","TK. 300"
﻿"বিষণ্ণ দিনের রোজনামচা","আকতার জাভেদ","","TK. 185","TK. 139"
﻿"অক্ষরবন্দি জীবন","মোশতাক আহমদ","","TK. 250","TK. 188"
﻿"আমলাতন্ত্র ও আমার জীবন","সোহেল এ চৌধুরী","","TK. 500","TK. 375"
﻿"মায়াবৃত্ত","সাইফুল ইসলাম জুয়েল","","TK. 200","TK. 150"
﻿"গোয়েন্ডিস বাটন বক্স","স্টিফেন কিং","","TK. 175","TK. 131"
﻿"বিমানবন্দরে যাত্রী ও শুভরাত্রি ","মঈনুস সুলতান","","TK. 400","TK. 300"
﻿"কিশোর বিদ্রোহ ২০১৮ উই ওয়ান্ট জাস্টিস","সিরাজ উদ্দিন সাথী","","TK. 350","TK. 263"
﻿"বুদ্ধি বিকাশের গল্প-২","আবুল বাশার ফিরোজ","","TK. 167","TK. 125"
﻿"বুদ্ধি বিকাশের গল্প-৫","আবুল বাশার ফিরোজ","","TK. 167","TK. 125"
﻿"টিনেজ সাসপেন্স মেয়েরা সাবধান","নাসিম রেজা","","TK. 27","TK. 20"
﻿"শেষ পর্বের শুরু","মিনহাজ মঞ্জুর","","TK. 300","TK. 225"
﻿"ত্রিশ লক্ষ শহিদ : বাহুল্য নাকি বাস্তবতা ","আরিফ রহমান","","TK. 325","TK. 244"
﻿"মাকতুব","পাওলো কোয়েলহো","","TK. 140","TK. 105"
﻿"উভচর মানুষ","আলেক্সান্দার বেলায়েভ","","TK. 250","TK. 188"
﻿"এভরিথিং ইয ফাকড","মার্ক ম্যানসন","","TK. 300","TK. 180"
﻿"তুরস্কের প্রেসিডেন্ট এরদোয়ান: সফলতার রহস্য","ডক্টর এম এ আজীজ","","TK. 300","TK. 225"
﻿"অধিকারনামা","দেবব্রত ভৌমিক","","TK. 200","TK. 150"
﻿"সাচিকো","কারেন স্টেলসন","","TK. 320","TK. 240"
﻿"শ্যামাবউ","তাইমুর মাহমুদ শমীক","","TK. 180","TK. 135"
﻿"ছায়া সন্ধান","বাদল সৈয়দ","","TK. 300","TK. 225"
﻿"যে রাতে আমার স্ত্রী","আন্দালিব রাশদী","","TK. 210","TK. 158"
﻿"বিশ্বলোকের গল্প-২য় খণ্ড","তুহিন তালুকদার","","TK. 200","TK. 150"
﻿"নুপুর","রোমেল আশরাফ","","TK. 200","TK. 150"
﻿"একাকীত্ব","আল শাহরিয়ার শাওন","","TK. 160","TK. 120"
﻿"তিনমাথা সিংহ","অ্যাডাম ব্লেড","","TK. 110","TK. 83"
﻿"হ্যালসিয়ন-সায়েন্স ফিকশন","মুহম্মদ মনিরুল হুদা","","TK. 150","TK. 113"
﻿"অনুপস্থিত","ইফতেখার মাহমুদ","","TK. 175","TK. 131"
﻿"কীর্তিমানদের ছেলেবেলা","ড. মুহাম্মদ মুনশি কিনদিল","","TK. 120","TK. 90"
﻿"নির্বাচিত কবিতা","সুমন রহমান","","TK. 200","TK. 150"
﻿"তিতির মুরগি পালন ও খামার ব্যবস্থাপনা","ড. মোঃ জালাল উদ্দিন সরদার","","TK. 300","TK. 225"
﻿"জানা অজানা শেখ মুজিব","শফিক মনজু","","TK. 150","TK. 113"
﻿"চলচ্চিত্রকথা","তানভীর মোকাম্মেল","","TK. 280","TK. 210"
﻿"আমার বন্ধু জ্ঞানী তৈল সিং","আবু হেনা মোরশেদ জামান","","TK. 160","TK. 120"
﻿"জীবন সাজানোর গল্প  ","আরিফুল ইসলাম","","TK. 130","TK. 85"
﻿"ছবির দেশে কবিতার দেশে","সুনীল গঙ্গোপাধ্যায় (নীললোহিত)","","TK. 450","TK. 338"
﻿"জোহেনেসবার্গে জিঘাংসা !","অরুণ কুমার বিশ্বাস","","TK. 300","TK. 225"
﻿"জেরুসালেম প্রথম ক্রুসেড","সবুজ কবির","","TK. 150","TK. 113"
﻿"নভেম্বর ১৯৭৫","নজরুল সৈয়দ","","TK. 280","TK. 210"
﻿"শেষ পাণ্ডুলিপি","নজরুল ইসলাম","","TK. 300","TK. 225"
﻿"মেটামরফিক নিশীথে","আলী ওয়াহাব সৌহার্দ্য","","TK. 220","TK. 154"
﻿"হিরে মোতি পান্না ১","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"হিরে মোতি পান্না ২","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"হিরে মোতি পান্না ৪","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"হিরে মোতি পান্না ৫","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"হিরে মোতি পান্না ৬","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"হিরে মোতি পান্না ৭","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"হিরে মোতি পান্না ৩","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"হিরে মোতি পান্না ৮","মাওলানা জুলফিকার আহমদ নকশবন্দী","","TK. 240","TK. 144"
﻿"বড় মেজ ছোট","শান্তনু চৌধুরী","","TK. 270","TK. 203"
﻿"উপমহাদেশের কৃষক বিদ্রোহ ","মনজুরুল হক","","TK. 700","TK. 525"
﻿"আ ফ্যালকন ফ্লাইজ (২য় খণ্ড)","উইলবার স্মিথ","","TK. 350","TK. 210"
﻿"বুকপকেটে রবীন্দ্রনাথ","রবীন্দ্রনাথ ঠাকুর","","","TK. 2,500"
﻿"নন্দিতা পরিবহণ","ইশতিয়াক আহমেদ","","TK. 120","TK. 90"
﻿"বাংলাদেশ ১৯৭১ গণহত্যা-নির্যাতনের রাজনীতি","মুনতাসীর মামুন","","TK. 250","TK. 188"
﻿"সংগঠন ও বাঙালি","আবদুল্লাহ আবু সায়ীদ","","TK. 150","TK. 113"
﻿"আমি ইয়াসিন আমি বোরো ধান","বিজয় আহমেদ","","TK. 134","TK. 101"
﻿"তিন খাবারের সমন্বয় সুস্থ থাকার বিস্ময়","মো: ফিরোজ জামান","","TK. 300","TK. 225"
﻿"অলিম্পিয়াড লড়তে হলে কতটা জানো পদার্থবিজ্ঞান - ১ম খণ্ড","সৌমেন সাহা","","TK. 400","TK. 300"
﻿"রাশিয়ার পরিব্রাজক -১ম খন্ড","প্রসূন রায়","","TK. 350","TK. 263"
﻿"পোমোদোরো টেকনিক","মো. বশির আহমদ","","TK. 200","TK. 150"
﻿"সায়েন্স ফিকশন সমগ্র","আসিফ মেহ্‌দী","","TK. 500","TK. 375"
﻿"সক্রেটিস জীবনচরিত্ ও উপদেশ","শ্রীরজনীকান্ত গুহ","","TK. 900","TK. 675"
﻿"বাংলাদেশে পাকিস্তানিদের যুদ্ধাপরাধ ও প্রেসিডেন্ট নিক্সন - ড. কিসিঞ্জারের দায়","ড. নূরুন নবী","","TK. 225","TK. 169"
﻿"অহিংশের খেল","মোঃ ফুয়াদ আল ফিদাহ","","TK. 200","TK. 150"
﻿"দ্য গার্ল ইন দি আইস","রবার্ট ব্রাইনযা","","TK. 375","TK. 263"
﻿"আলোর স্বপ্নযাত্রা","লেফটেন্যান্ট কর্নেল সৈয়দ নাজমুর রহমান","","TK. 150","TK. 105"
﻿"ওল্ড স্পাইস নর্থ স্টার ও অন্যান্য","সেলিম সোলায়মান","","TK. 300","TK. 225"
﻿"দূর গ্রহের নিগি (লো সিরিজ-৫)","মোশতাক আহমেদ","","TK. 100","TK. 75"
﻿"লোকমান হাকীমের কবিরাজী ও হাকীমী চিকিৎসা (সাদা)"," حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)","","TK. 230","TK. 138"
﻿"কবি সাবধান ","শামীম আহমেদ পলাশ","","TK. 220","TK. 132"
﻿"রবীন্দ্রনাথের নারী-ভাবনা","গোলাম মুরশিদ","","TK. 350","TK. 263"
﻿"দি কোম্পানি অব ওম্যান (প্রমীলা সংসর্গ)","খুশবন্ত সিং","","TK. 300","TK. 225"
﻿"ম্যাথ কোয়েস্ট","সৌমেন সাহা","","TK. 300","TK. 225"
﻿"এডোবি ফটোশপ","মাহবুবুর রহমান (আইসিটি)","","TK. 420","TK. 315"
﻿"দ্য ফল্ট ইন আওয়ার স্টারস","জন গ্রীন","","TK. 300","TK. 225"
