﻿"১০০ প্রেমের কবিতা","আরণ্যক বসু","","TK. 250","TK. 188"
﻿"কাচপাথরের রাত","কামরান চৌধুরী","","TK. 280","TK. 210"
﻿"আনা ফ্রাঙ্কের ডায়েরি","আনা ফ্রাঙ্ক","","TK. 300","TK. 150"
﻿"সুখ সায়রে","মোঃ তানিম-উল-ইসলাম","","TK. 200","TK. 150"
﻿"Classic Bengali Tales","বিভা সিদ্দিকী","","TK. 150","TK. 143"
﻿"বাংলার মুসলমান","আবুল হায়াত ","","TK. 250","TK. 188"
﻿"বাটুল শাহ ও ফটেং","ধ্রুব নীল","","TK. 100","TK. 75"
﻿"মাস্টার অব দ্য ওয়ার্ল্ড","জুল ভার্ন","","TK. 180","TK. 135"
﻿"ন্যাপ-কমিউনিস্ট পার্টি-ছাত্র ইউনিয়ন","পঙ্কজ ভট্টাচার্য","","TK. 600","TK. 450"
﻿"তোমরা সবাই রাজা (দীপ-জলসা সিরিজ ২)","মুহাম্মদ যাইনুল আবিদীন","","TK. 240","TK. 180"
﻿"কমন সেন্স রূলস অব অ্যাডভোকেসি ফর লইয়ারস","কেইথ ইভান্স","","TK. 300","TK. 210"
﻿"সুকান্ত সমগ্র","সুকান্ত ভট্টাচার্য","","TK. 150","TK. 105"
﻿"ওজন কমানোর জন্য","ডাঃ বিমল ছাজেড়","","TK. 200","TK. 120"
﻿"শ্রেষ্ঠ গল্পসমগ্র","তারাশঙ্কর বন্দ্যোপাধ্যায়","","TK. 300","TK. 150"
﻿"গল্পের ঝুলি","সুকুমার রায়","","TK. 150","TK. 105"
﻿"দানব রবিন","রকিব হাসান","","TK. 225","TK. 169"
﻿"দি অ্যালকেমিস্ট","পাওলো কোয়েলহো","","TK. 150","TK. 113"
﻿"আমাদের সোনালি অতীত","ড. মুহাম্মদ ইবনে আবদুর রহমান আরিফী","","TK. 220","TK. 165"
﻿"সমকালীন ইরানের কবি ও কবিতা","শাকির সবুর ","","TK. 500","TK. 375"
﻿"রংধনুর দেশে","লিজি রহমান","","TK. 175","TK. 131"
﻿"অটিজম","ড. মো: শাহ এমরান ","","TK. 150","TK. 113"
﻿"জসীম উদ্দীনের গদ্যবৈভব","নাজমুল হাসান তালুকদার","","TK. 475","TK. 356"
﻿"প্রতিবেদন লিখন ও ভাষা-পরিকল্পনা","নাজমুল হাসান তালুকদার","","TK. 150","TK. 113"
﻿"গল্পসংগ্রহ","সুব্রত বড়ুয়া","","TK. 400","TK. 300"
﻿"বিস্ময়চিহ্নের মতো","রিমঝিম আহমেদ","","TK. 500","TK. 375"
﻿"রোবোপিডিয়া","ভবেশ রায়","","TK. 540","TK. 405"
﻿"ওমেগা বিষ্ফোরণ","সাইফ ইমন","","TK. 120","TK. 90"
﻿"প্রচ্ছন্ন কৈশোর","ড. মাসুম আহ্‌মেদ পাটওয়ারী","","TK. 370","TK. 278"
﻿"মুরাকামির ছোটগল্প সংকলন","মোহাম্মদ আসাদুল্লাহ্‌","","TK. 350","TK. 263"
﻿"অনুবাদসমগ্র সাহিত্য","সুব্রত বড়ুয়া","","TK. 800","TK. 600"
﻿"দুই ভুবনের দুই সারথি দস্তয়েভস্কি ও বিভূতিভূষণ","সুব্রত বড়ুয়া","","TK. 300","TK. 225"
﻿"সাদা বকের তিনটি ছানা","ইমদাদুল হক মিলন","","TK. 120","TK. 90"
﻿"বর্ণ জেতার আন্দোলন","মুহাম্মদ জামাল হোসেন শাহজী","","TK. 200","TK. 150"
﻿"তুমি রবে নীরবে","কে এম পারভেজ ওয়াহিদ","","TK. 300","TK. 225"
﻿"ঘাসফুলেদের দেশ","রাকিবুল হায়দার","","TK. 140","TK. 105"
﻿"ছায়ামানুষ ","জয়নুল আবেদীন","","TK. 150","TK. 113"
﻿"বাউল সম্রাট শাহ আব্দুল করিম ও তার গান","মীর লিয়াকত আলী","","TK. 200","TK. 150"
﻿"দেন্নাগরের কবি","মুহাম্মদ সোহেল রানা","","TK. 200","TK. 150"
﻿"আমার দেবোত্তর সম্পত্তি","নীরদচন্দ্র চৌধুরী","","TK. 350","TK. 263"
﻿"বুদ্ধিজীবীর নোটবই","সুধীর চক্রবর্তী","","TK. 600","TK. 450"
﻿"অনাবৃষ্টির অতৃপ্তি","আরিফ হোসেন","","TK. 150","TK. 113"
﻿"দহনবেলা","ডা. মোঃ ফরিদ-উজ-জামান খান","","TK. 180","TK. 135"
﻿"জীবনকথা","পারভীন লায়লা","","TK. 120","TK. 90"
﻿"কাহিনীগুচ্ছ","সুভাষ বিশ্বাস","","TK. 300","TK. 225"
﻿"বান্ধবী","এম জাহাঙ্গীর আলম","","TK. 150","TK. 113"
﻿"নাঈম ভাইয়ের বস্তি অভিযান","খান আনোয়ার হোসেন ","","TK. 250","TK. 188"
﻿"তোমাদের ঋণ রবে চিরদিন","সাইফুল হক মোল্লা দুলু ","","TK. 250","TK. 188"
﻿"ত্রিবেণী","ভীষ্মদেব মণ্ডল","","TK. 200","TK. 150"
﻿"কালু মিয়ার পিএইচডি","মনিরুজ্জামান বাবলু","","TK. 150","TK. 113"
﻿"হিমুরা কখনো মরে না","মিজানুর রহমান মিজান    ","","TK. 200","TK. 150"
﻿"ছোটদের মহাবিশ্ব পরিচিতি","আলী হাসান","","TK. 200","TK. 150"
﻿"আকাশ দেখেছি আমি মোমের আলোয়","রজনী","","TK. 180","TK. 135"
﻿"Skirts And Saris","টিউলিপ চৌধুরী","","TK. 250","TK. 188"
﻿"শার্লক হোমস গল্পসমগ্র","স্যার আর্থার কোনান ডোয়েল","","TK. 400","TK. 300"
﻿"ছোটদের স্বাস্থ্য কথা","তাসাদ্দুক হোসেন","","TK. 60","TK. 45"
﻿"দ্বিতীয় প্রেম","অনিন্দ্য মামুন","","TK. 170","TK. 128"
﻿"দূরে কাথাও","মোঃ মুশফিকুর রহমান","","TK. 220","TK. 165"
﻿"বঙ্গবন্ধু শত ফুলের কোরাস","আনোয়ার কবির ","","TK. 250","TK. 188"
﻿"মেঘের মাঠে গহীন","ফারুক আহমেদ","","TK. 130","TK. 98"
﻿"দমফাটানো হাসির জোকস","ফারুক আহমেদ","","TK. 160","TK. 120"
﻿"মুক্তিযুদ্ধের গল্প ও অন্যান্য","আওলিয়া খানম","","TK. 300","TK. 225"
﻿"জেনিফার ","লিপি জেস্‌মিন","","TK. 150","TK. 113"
﻿"কালো মেঘের মন","মাহফুজ জোহা","","TK. 180","TK. 126"
﻿"বেদনার পাশে কবিতার ঘর","শামস মাহবুব","","TK. 130","TK. 91"
﻿"যাপিত জীবনের কানাগলি","কাওছার হামিদ","","TK. 130","TK. 91"
﻿"শিশুর বিকাশে করণী-বর্জনীয়","সোহেল আহমেদ","","TK. 180","TK. 126"
﻿"সুরমাপাড়ের ছড়া","মিলন কান্তি দাস","","TK. 150","TK. 105"
﻿"জীবন্ত পৃথিবী","মোহাম্মদ সাজ্জাদুর রহমান","","TK. 140","TK. 98"
﻿"একটা আকাশ একটা ঘুড়ি","তোরাব আল হাবীব","","TK. 230","TK. 161"
﻿"বৃষ্টি দারুণ মিষ্টি মেয়ে","মাহমুদ আবদুল্লাহ","","TK. 70","TK. 49"
﻿"পরীর দেশে","রবিউল আলম ফিরোজ","","TK. 70","TK. 49"
﻿"হৃদয়জুড়ে সুরের ঝর্ণা","কুবাদ বখত চৌধুরী রুবেল","","TK. 60","TK. 42"
﻿"বৈঠা ঝিলিক","কেএম কামরুজ্জামান","","TK. 200","TK. 140"
﻿"দরদিয়া","মোহাম্মদ আব্দুল হান্নান","","TK. 200","TK. 140"
﻿"কানামাছি ও পুঁতির মালা","করামত আলী","","TK. 60","TK. 42"
﻿"রক্তে পাওয়া সবুজ দেশ","আহমদ আল কবির চৌধুরী","","TK. 60","TK. 42"
﻿"স্বদেশ আমার মায়ের মতো","আহমদ আল কবির চৌধুরী","","TK. 70","TK. 49"
﻿"ছন্দশালার বন্ধনাদি","মুহাম্মদ কাওছার হামিদ","","TK. 130","TK. 91"
﻿"যাচ্ছে উড়ে অনেক দূরে","সাদ্দাম হোসেন","","TK. 100","TK. 70"
﻿"ধলের বাগিচা","দেলোয়ার হোসেন দিলু","","TK. 140","TK. 98"
﻿"মাটির সারিন্দা-২","বাংলাদেশ গীতিকবি পরিষদ  ","","TK. 200","TK. 140"
﻿"ড্রাগনের ক্রোধ","দেওয়ান মেহেদী অজেয়","","TK. 300","TK. 225"
﻿"পদ্মাসেতু ও অন্যান্য","প্রত্যয় জসীম","","TK. 200","TK. 150"
﻿"বাঙালি বুদ্ধিজীবী কালে-কালান্তরে","সৈয়দ জাহিদ হাসান","","TK. 450","TK. 338"
﻿"হার্টবিট","ডাঃ মোঃ তাইফুর রহমান","","TK. 400","TK. 300"
﻿"নয় মাসের যুদ্ধকথা","ম. আলী আকবর হায়দার","","TK. 650","TK. 488"
﻿"আমাদের হাসির গল্প","আদিত্য অনীক","","TK. 199","TK. 149"
﻿"জানা জগতের অজানা বিজ্ঞান","আদিত্য অনীক","","TK. 299","TK. 224"
﻿"সফলতা ও মূল্যবোধের কিছু মৌলিক ভাবনা","মোহাম্মদ আলম কাউছার","","","TK. 400"
﻿"কিশোর থ্রিলার দস্যুর কবলে ক্লাসরুম","ইকবাল খন্দকার","","TK. 180","TK. 135"
﻿"দরজা খুলেই ছুট","ফারজানা রহমান শিমু","","TK. 150","TK. 113"
﻿"আরাফের গেরিলা নাও","জিবলু রহমান","","TK. 160","TK. 120"
﻿"চামেলীর চুম্বন","মোঃ আতিকুর রহমান খান","","TK. 150","TK. 105"
﻿"বঙ্গবন্ধু ও রাসেলের গল্প","ফারুক নওয়াজ","","TK. 300","TK. 210"
﻿"প্রাথমিক কম্পিউটার শিক্ষা - ১ম খন্ড","মোস্তাফা জব্বার","","TK. 160","TK. 146"
﻿"গল্প পঞ্চাশ","রেজাউর রহমান","","TK. 700","TK. 525"
﻿"বাউল দর্শন ও দুদ্দু সাঁইয়ের গান","সুমন শিকদার","","TK. 350","TK. 263"
﻿"১৯৭১ ঝিনাইদহে মুক্তিযুদ্ধ","সুমন শিকদার","","TK. 500","TK. 375"
﻿"১৯৭১ ঝিনাইদহের রণাঙ্গন ","সুমন শিকদার","","TK. 450","TK. 338"
﻿"চারণ কবি পাগলা কানাই","মুহ. মু’তাছিম বিল্লাহ, মিন্টু","","TK. 600","TK. 450"
﻿"ঝিনাইদহ রণাঙ্গনের ইতিহাস","সুমন শিকদার","","TK. 380","TK. 285"
﻿"দেশভাগের অন্তরদহন","সুমন শিকদার","","TK. 350","TK. 263"
﻿"লালনের ধর্ম ও তাঁর ধর্মীয় গান","সুমন শিকদার","","TK. 300","TK. 225"
﻿"উপন্যাস চতুষ্টয়","হাসান আজিজুল হক","","TK. 350","TK. 263"
﻿"আর্মেনিয়ায় বাংলাদেশ","সাইফুল্লাহ সাদেক","","TK. 280","TK. 210"
﻿"Synopsis of Indian History","মোঃ আব্দুর রাকিব","","TK. 450","TK. 338"
﻿"আধুনিক প্রশাসন ব্যবস্থাপনা","মোঃ আবদুল কাদের মিয়া","","TK. 390","TK. 293"
﻿"সার্টিফিকেট ম্যানুয়াল","মোঃ আবদুল কাদের মিয়া","","TK. 300","TK. 225"
﻿"শিক্ষা ব্যবস্থাপনা উন্নয়ন","মোঃ আবদুল কাদের মিয়া","","TK. 450","TK. 338"
﻿"ম্যানুয়াল","মোঃ আবদুল কাদের মিয়া","","TK. 280","TK. 210"
﻿"প্রেমসাগরে","বাউল বশিরউদ্দিন সরকার","","TK. 190","TK. 143"
﻿"জিনকবিদের আড্ডায়","সাজজাদ হোসাইন খান","","TK. 170","TK. 128"
﻿"নারী সংগীত","প্রবীর দেবনাথ","","TK. 180","TK. 135"
﻿"তন্ত্রপুথি মারফত ও আমাদের আখড়াবাড়ি","সোমব্রত সরকার","","TK. 350","TK. 263"
﻿"লোক সংস্কৃতি লোক সাধক","সুমনকুমার দাশ","","TK. 650","TK. 488"
﻿"এটিএম বুথ","জিবলু রহমান","","TK. 150","TK. 113"
﻿"সেই বিজয়ের গল্প","সোলায়মান আহসান","","TK. 190","TK. 143"
﻿"ভূত বড় অদ্ভুত","লতিফ জোয়ার্দার","","TK. 190","TK. 143"
﻿"দাঁত খুলে হাসি","মাহবুবুর রশিদ ","","TK. 170","TK. 128"
﻿"অনামিকার খরগোশ ছানা","মোনোয়ার হোসেন","","TK. 150","TK. 113"
﻿"ভাটির বাউল","সুমনকুমার দাশ","","TK. 135","TK. 101"
﻿"খুকু, তোমার বসত","ডা. আবদুল হাই মিনার","","TK. 220","TK. 165"
﻿"ফুলপরির উপহার","আরমানউজ্জামান","","TK. 135","TK. 101"
﻿"কোলা ব্যাঙের বিয়ে","মাহফুজুর রহমান","","TK. 135","TK. 101"
﻿"হাজী মোহাম্মদ দানেশ রচনাবলী","হাজী মোহাম্মদ দানেশ","","TK. 400","TK. 300"
﻿"মেহেরজান","মু. আনোয়ার হোসেন রনি","","TK. 155","TK. 116"
﻿"কেমন করে সিনেমা তৈরি হয়","খাজা আহম্মদ আব্বাস","","TK. 175","TK. 131"
﻿"অ্যারিস্টটল থেকে স্টিফেন হকিং","শ্যামল চক্রবর্তী","","TK. 450","TK. 338"
﻿"প্রিয় পাঁচজন কবি","জয় গোস্বামী","","TK. 580","TK. 435"
﻿"Ramgolam","হরিশংকর জলদাস","","TK. 400","TK. 300"
﻿"Madhumati","রাবেয়া খাতুন","","TK. 200","TK. 150"
﻿"ঘরে-বাইরে","রবীন্দ্রনাথ ঠাকুর","","TK. 350","TK. 263"
﻿"অবরোধ-বাসিনি","বেগম রোকেয়া সাখাওয়াত হোসেন","","TK. 120","TK. 84"
﻿"কৃষ্ণগহ্বর, শিশু মহাবিশ্ব ও অন্যান্য রচনা","স্টিফেন হকিং","","TK. 180","TK. 126"
﻿"গল্প সম্ভার","মাহফুজ সিদ্দিকী","","TK. 200","TK. 150"
﻿"মুক্তিযুদ্ধের ১৩নং সেক্টর","মুনতাসীর মামুন","","TK. 500","TK. 375"
﻿"ডাকঘর","রবীন্দ্রনাথ ঠাকুর","","TK. 130","TK. 91"
﻿"নির্বাচিত ছোটগল্প","সৈয়দ ওয়ালীউল্লাহ্‌","","TK. 180","TK. 135"
﻿"মনভূমির বসন্তে এসো","সঞ্জয় মুখাজ্জী","","TK. 200","TK. 150"
﻿"নাথু দ্য গ্রেট","নীলকণ্ঠ জয়","","TK. 160","TK. 120"
﻿"নিসর্গ প্রণয়ে","ওয়াজেদ আলি","","TK. 150","TK. 113"
﻿"কালো বিড়াল লাল চোখ","নাসির আহমেদ কাবুল","","TK. 180","TK. 135"
﻿"বাংলাদেশের দৃষ্টিনন্দন মসজিদ","যাযাবর মিন্টু","","TK. 300","TK. 225"
﻿"আলদার কোসের মজার কীর্তিকাণ্ড","আলদার কোসে","","TK. 150","TK. 113"
﻿"ঘৃতং পিবেৎ","শ্রী প্রমথনাথ বিশী","","TK. 180","TK. 135"
﻿"কোম্পানি আইনের ভাষ্য","গাজী শামছুর রহমান","","TK. 1,000","TK. 750"
﻿"চেতনার জলছবি","জাহাঙ্গীর হোসেন","","TK. 130","TK. 98"
﻿"The foreigners Act 1946","মোঃ রফিউদ্দিন","","TK. 110","TK. 83"
﻿"প্রশাসনিক আইনের ভাষ্য","গাজী শামছুর রহমান","","TK. 400","TK. 300"
﻿"গাজী মিয়ার বস্তানী","মীর মশাররফ হোসেন","","TK. 350","TK. 263"
﻿"বিষাদ সিন্ধু","মীর মশাররফ হোসেন","","TK. 300","TK. 225"
﻿"আমার জীবনীর জীবনী বিবি কুলসুম","মীর মশাররফ হোসেন","","TK. 180","TK. 135"
﻿"শুল্ক আইনের ভাষ্য","গাজী শামছুর রহমান","","TK. 700","TK. 525"
﻿"সালিস আইন","এডভোকেট মুহাম্মদ সাইফুল আলম ","","TK. 200","TK. 150"
﻿"চট্টগ্রাম মহানগর পুলিশ অধ্যাদেশ","এডভোকেট মুহাম্মদ সাইফুল আলম ","","TK. 100","TK. 75"
﻿"বসন্ত কুমারী","মীর মশাররফ হোসেন","","TK. 120","TK. 90"
﻿"দেউলিয়া বিষয়ক আইন ও বিধিমালা","এডভোকেট মুহাম্মদ সাইফুল আলম ","","TK. 300","TK. 225"
﻿"আন্তর্জাতিক আইনের ভাষ্য","গাজী শামছুর রহমান","","TK. 600","TK. 450"
﻿"ওয়াকফ আইনের ভাষ্য","গাজী শামছুর রহমান","","TK. 250","TK. 188"
﻿"আমার স্বরবর্ণ","মনিরা ইসলাম","","TK. 100","TK. 75"
﻿"খুকির আঁকা ছবি","মনিরা ইসলাম","","TK. 80","TK. 60"
﻿"৬৯ এর গণ-অভ্যুত্থান ও মওলানা ভাসানী","জিবলু রহমান","","TK. 800","TK. 600"
﻿"শান্তির আরাধনা","হেলাল মৃধা","","TK. 150","TK. 113"
﻿"সত্য ও কল্যাণের পথ","মোঃ জাকির হোসেন","","TK. 150","TK. 113"
﻿"অবারিত স্নিগ্ধতা","বেগম ফাতেমা আহমেদ","","TK. 120","TK. 90"
﻿"অমলিন বার্তা","বশির আহম্মেদ ","","TK. 120","TK. 90"
﻿"অসামান্যের সূক্ষ্ম গতি","বেগম ফাতেমা আহমেদ","","TK. 100","TK. 75"
﻿"অস্তমিত জীবনের প্রতি","তাসলিমা রফিক","","TK. 150","TK. 113"
﻿"রৌদ্রস্নানে বৃষ্টি","বেগম ফাতেমা আহমেদ","","TK. 120","TK. 90"
﻿"দেহ ভান্ডের গোপন রহস্য","মোঃ সাইদ হাসান","","TK. 100","TK. 75"
﻿"অচেনা প্রিয়জন","ছামিউল ইসলাম","","TK. 120","TK. 90"
﻿"অনিন্দ্য পথচলা","বশির আহম্মেদ ","","TK. 150","TK. 113"
﻿"রবীন্দ্রনাথের জীবনে নারী","আরেফিন বাদল","","TK. 200","TK. 150"
﻿"টুকরো হলো চাঁদ আকাশের","শহীদ সিরাজী","","TK. 180","TK. 135"
﻿"সত্য কথার গল্পকথা","শহীদ সিরাজী","","TK. 180","TK. 135"
﻿"ভালো মানুষের ছোঁয়া","শহীদ সিরাজী","","TK. 100","TK. 75"
﻿"হৃদয়ের কথা","বদরুদ্দোজা বুলু","","TK. 150","TK. 105"
﻿"International Businiess Directory 2019-20","ওয়াসিকা নুযহাত","","TK. 700","TK. 490"
﻿"মাদকের শেকড় থেকে শিখরে","মুহাম্মদ সেলিম","","TK. 400","TK. 300"
﻿"মুক্তিযুদ্ধে মুজিববাড়ি গোপালগঞ্জ","খান চমন-ই-এলাহি","","TK. 1,000","TK. 750"
﻿"প্রাচ্য ও পাশ্চাত্য দর্শনের ইতিহাস প্রথম খণ্ডের : ১ম ও ২য় ভাগ","হুমায়ুন কবির","","TK. 1,100","TK. 825"
﻿"নির্বাচিত ছোটগল্প","নারায়ণ গঙ্গোপাধ্যায়","","TK. 240","TK. 180"
﻿"নির্বাচিত ছোটগল্প বনফুল","বলাইচাঁদ ‍মুখোপাধ্যায়","","TK. 250","TK. 188"
﻿"কালকেতু উপাখ্যান পদ্য ও গদ্য","এইচ. এম. মেহেদী হাসান ","","TK. 175","TK. 131"
﻿"দইজ্জাত উইট্টে তুয়ান","নিতাই চন্দ্র রায়","","TK. 100","TK. 75"
﻿"বাইলাম তরী জনম ভরি","নিতাই চন্দ্র রায়","","TK. 100","TK. 75"
﻿"ঢাক ডুমা ডুম বাজে ঢোল","নিতাই চন্দ্র রায়","","TK. 100","TK. 75"
﻿"অন্য রকম ভূতের গল্প","মুহম্মদ কুদ্দুসুর রহমান","","TK. 100","TK. 75"
﻿"ভলিবল খেলার আইন","মোঃ আনিসুর রহমান","","TK. 150","TK. 113"
﻿"কালের চোখে আমার দেশ","কাজী মোহাম্মদ শীশ","","TK. 120","TK. 90"
﻿"উত্তরপর্ব একটি সাক্ষাৎকার গ্রন্থ","তারেক মাহমুদ","","TK. 150","TK. 113"
﻿"আকাঙ্ক্ষার শহর","মাসকাওয়াথ আহসান","","TK. 75","TK. 56"
﻿"একুশের যাত্রী","তারেক মাহমুদ","","TK. 200","TK. 150"
﻿"নারীর কথা ও স্ত্রীরোগ বিশেষজ্ঞের ডায়েরী","অধ্যাপক ডা. সামিনা চৌধুরী","","TK. 200","TK. 150"
﻿"গল্প থেকে নাটক","নাহিদ আহমেদ পিয়াল","","TK. 140","TK. 105"
﻿"স্যার সলিমুল্লাহ দেশ ও সমাজচিন্তা","সুহৃদ সরকার","","TK. 150","TK. 113"
﻿"কিশোরী তোমাকে জানতে হবে","অধ্যাপক ডা. সামিনা চৌধুরী","","TK. 250","TK. 188"
﻿"গুদাম ভরা হাসি","ইকবাল খন্দকার","","TK. 190","TK. 143"
﻿"যা দেখেছি যা পেয়েছি তুলনা তার নাই","নুরুল হক","","TK. 450","TK. 338"
﻿"বধূ মাতা কন্যার স্বাস্থ্য তথ্য","অধ্যাপক ডা. সামিনা চৌধুরী","","TK. 150","TK. 113"
﻿"মিয়ানমার পিতা ও কন্যার কথা","কাজী মোহাম্মদ শীশ","","TK. 120","TK. 90"
﻿"ফরাসি কবিতার একাল কথারা কোনোই প্রতিশ্রুতি বহন করে না","প্রশান্ত মৃধা","","TK. 75","TK. 56"
﻿"গ্রীক পুরাণের গল্প","এ কে এম আশরাফুল হক","","TK. 225","TK. 169"
﻿"নিরাপদ মাতৃত্বের জন্যে","অধ্যাপক ডা. সামিনা চৌধুরী","","TK. 200","TK. 150"
﻿"আমার জীবন কথা","মীর্জা আজিজা ইদ্‌রিস","","TK. 120","TK. 90"
﻿"সৃষ্টি রহস্য ও মহাপ্লাবন","এ কে এম আশরাফুল হক","","TK. 150","TK. 113"
﻿"ঈশ্বর এবং আমি","সৈয়দ মহিদুল ইসলাম","","TK. 50","TK. 38"
﻿"Economics and Policy in The Public Arena (Essays on International Economics, Environmental Policy, and Economic Development)","মো. আব্দুল্লাহ শিবলি","","TK. 300","TK. 225"
﻿"Nightfall (Stories of Hope, Love and pain)","মো. আব্দুল্লাহ শিবলি","","TK. 250","TK. 188"
﻿"ফিরে আয় গাঙচিল","জাহিদ হোসেন","","TK. 150","TK. 113"
﻿"বয়ফ্রেন্ড (গল্প সংকলন)","অজিত কুমার রায়","","TK. 180","TK. 135"
﻿"মঞ্জরী (কবিতা সংকলন)","আনোয়ার কামাল","","TK. 250","TK. 188"
﻿"পাহাড় যখন ডাকে","ধ্রুবজ্যোতি ঘোষ মুকুল","","TK. 120","TK. 90"
﻿"শ্রাবণ হতে হতে সাগর","অজিত কুমার রায়","","TK. 120","TK. 90"
﻿"জয়তু একাত্তর","অরুণ মৈত্র","","TK. 150","TK. 113"
﻿"ইতিহাসচর্চায় ভূগোল","মো: আদনান আরিফ সালিম","","TK. 300","TK. 225"
﻿"আমাদের মুক্তির সংগ্রাম","মোঃ আবুল কালাম আজাদ","","TK. 175","TK. 123"
﻿"আজিজুল একটি গোপন নামতা","ফারুক আহমেদ-১","","TK. 200","TK. 150"
﻿"বঙ্গবন্ধু ও স্বাধীনতা","মোঃ আবুল কালাম আজাদ","","TK. 150","TK. 105"
﻿"মহান স্বাধীনতা","মোঃ আবুল কালাম আজাদ","","TK. 200","TK. 140"
﻿"খোকা থেকে বঙ্গবন্ধু","মোঃ আবুল কালাম আজাদ","","TK. 140","TK. 98"
﻿"মানচিত্র","তিমির ভেদী","","TK. 180","TK. 126"
﻿"Armed Quest For Independence","কর্ণেল শওকত আলী (অবঃ)","","TK. 425","TK. 319"
﻿"ভ্রান্তি-বিভ্রান্তির দেশভাগ -১ম খন্ড","ড. রতন সিদ্দিকী","","TK. 320","TK. 240"
﻿"ইস্তাম্বুল সিটি অব ফ্রাগ্রান্স","রাবেয়া রব্বানী","","TK. 350","TK. 263"
﻿"সোনালি নৈঃশব্দ্যের হরিণাবলি","অনিরুদ্ধ আলম","","TK. 200","TK. 150"
﻿"প্রেম কি কেবলি পাখিপ্রবণ","অনিরুদ্ধ আলম","","TK. 200","TK. 150"
﻿"হৃদয়ের একূল ওকূল","তাজুল মোহাম্মদ","","TK. 250","TK. 188"
﻿"কাজী মোতাহার হোসেন মুক্তজ্ঞানের প্রবাদপুরুষ (১২০তম জন্মবর্ষের শ্রদ্ধার্ঘ্য)","আবুল আহসান চৌধুরী","","TK. 400","TK. 300"
﻿"ভাষা সাহিত্য ও সংস্কৃতি","ড. মুহাম্মদ জমির হোসেন","","TK. 400","TK. 300"
﻿"বন পাহাড়ের দেশে","কাজল মালেক","","TK. 200","TK. 150"
﻿"উন্নয়ন সহিংসতা","আনু মুহাম্মদ","","TK. 275","TK. 206"
﻿"শেষের গল্প","জসিম উদ্দিন মিসবাহ","","TK. 300","TK. 225"
﻿"বঙ্গবন্ধু ও বাংলাদেশ","মোঃ রুহুল আমিন ","","TK. 350","TK. 263"
﻿"কিরণমালা","দক্ষিণারঞ্জন মিত্র মজুমদার","","TK. 95","TK. 71"
﻿"সাত ভাই চম্পা","দক্ষিণারঞ্জন মিত্র মজুমদার","","TK. 95","TK. 71"
﻿"শীত-বসন্ত","দক্ষিণারঞ্জন মিত্র মজুমদার","","TK. 95","TK. 71"
﻿"ডালিম কুমার","দক্ষিণারঞ্জন মিত্র মজুমদার","","TK. 95","TK. 71"
﻿"নীল কমল আর লাল কমল","দক্ষিণারঞ্জন মিত্র মজুমদার","","TK. 95","TK. 71"
﻿"দিগন্তে মেহেদী বনের ছায়া","রূমানা চৌধুরী","","TK. 250","TK. 188"
﻿"ফ্যান্টাসি মদন","মোঃ এহছান কবির","","TK. 180","TK. 135"
﻿"কবি ও কবিতার কথকতা","তুহিন ওয়াদুদ","","TK. 220","TK. 165"
﻿"ফার্স্ট বয় সেকেন্ড বয়","এনায়েত রসুল","","TK. 220","TK. 165"
﻿"একাত্তরের বিজয়ফুল","পীরজাদা হোসেন আহমদ","","TK. 1,000","TK. 750"
﻿"হীরালাল সেন","মোঃ আজহারুল ইসলাম","","TK. 200","TK. 150"
﻿"রোহিঙ্গা কন্যা","ড. দিরাজুর রহমান খান","","TK. 100","TK. 75"
﻿"শেখ মুজিবুর রহমান : আত্মকথা","এইচ এম আলমগীর রহমান","","TK. 350","TK. 263"
﻿"সিরাজ-উদ-দৈালা","সিকান্‌দার আবু জাফর","","TK. 200","TK. 150"
﻿"সেলিনা হোসেনের সাহিত্যকীর্তি পাঠ ও মূল্যায়ন","চন্দন আনোয়ার ","","TK. 750","TK. 563"
﻿"কবি","তারাশঙ্কর বন্দ্যোপাধ্যায়","","TK. 350","TK. 263"
﻿"ছোট্ট পাখি চন্দনা","শাহেদ ইকবাল ","","TK. 250","TK. 188"
﻿"সুরের আগুন","তাহেরা আফরোজ ","","TK. 200","TK. 150"
﻿"একাত্তরের মুক্তিযুদ্ধ","রোকেয়া রহমান","","TK. 350","TK. 263"
﻿"মেঘ রোদ্দুর","রুমা তাহেরা","","TK. 150","TK. 113"
﻿"প্রেম জীবন কবিতা","সৈয়দ মাহবুবুর রশিদ","","TK. 300","TK. 225"
﻿"রং নিয়ে খেলি","ডা. এস এম এমরান আলী","","TK. 150","TK. 113"
﻿"বঙ্গবন্ধু জন্মশতবর্ষ ইতিহাসের মহানায়ক শেখ মুজিবুর রহমান","রুমা তাহেরা","","TK. 300","TK. 225"
﻿"চাঁদের দেশে খোকা","ডা. এস এম এমরান আলী","","TK. 150","TK. 113"
﻿"স্বপ্ন বুনি কবিতায়","প্রকৌশলী জাকির হোসেন","","TK. 150","TK. 113"
﻿"গল্প বলি ছড়ার ছড়ায়","মাহমুদা আখতার","","TK. 100","TK. 75"
﻿"বাংলাদেশের নদনদী","ম. ইনামুল হক","","TK. 600","TK. 450"
﻿"ছোটদের বইয়ের বন্ধু বঙ্গবন্ধু","রণজিৎ সরকার","","TK. 125","TK. 94"
﻿"Going To School With Mom","রণজিৎ সরকার","","TK. 125","TK. 94"
